Name,Description,Category,Page link,Region,Thumbnail link
FabLab Bohol,"FabLab Bohol is the digital fabrication laboratory of Bohol Island State University (BISU), located in Tagbilaran City, Bohol. Listed on the global Fab Lab network directory (fablabs.io), the lab provides open access to fabrication equipment and digital design tools for students, faculty, community members, and local MSMEs across Bohol Island.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-bohol.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-bohol.webp
FabLab CTU-Argao,"FabLab CTU-Argao is a digital fabrication laboratory established through a partnership between Cebu Technological University – Argao Campus and the Department of Trade and Industry (DTI) under the University Shared Facility (USF) Program. Located in Argao, Cebu, the lab is housed within the CTU-Argao campus and provides open access to digital fabrication technologies for faculty, students, communities, and micro, small, and medium-sized enterprises (MSMEs).",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-ctu-argao.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-ctu-argao.webp
FabLab CTU-Danao,"FabLab CTU-Danao is a fabrication laboratory hosted by Cebu Technological University – Danao Campus in Danao City, Cebu. Listed on the global Fab Lab network directory (fablabs.io), FabLab CTU-Danao provides students, faculty, MSMEs, and community members in northern Cebu with access to digital fabrication equipment for prototyping, product development, and innovation projects.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-ctu-danao.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-ctu-danao.webp
FabLab CTU-Tuburan,"FabLab CTU-Tuburan is the digital fabrication laboratory of Cebu Technological University – Tuburan, located in the municipality of Tuburan in the western part of Cebu Island. Listed on the global Fab Lab network directory (fablabs.io), the lab provides open access to prototyping and fabrication equipment for students, faculty, community members, and local MSMEs in western Cebu.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-ctu-tuburan.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-ctu-tuburan.webp
FabLab UP-Cebu,"FabLab UP-Cebu is the digital fabrication laboratory of the University of the Philippines Cebu (UP Cebu), located in Cebu City in the Central Visayas region (Region VII). Listed on the global fablabs.io directory, the lab extends UP's commitment to research, innovation, and public service to Cebu — one of the Philippines' most dynamic economic and creative centers — serving UP Cebu students, faculty, and the broader Cebu innovation ecosystem with professional-grade digital fabrication tools.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-up-cebu.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-up-cebu.webp
Food Innovation Center — CTU Tuburan,"The Cebu Technological University Tuburan Food Innovation Center (CTU-TC FIC) is a food innovation and R&D hub established at CTU's Tuburan Campus in northern Cebu through the Department of Trade and Industry's University Shared Facility (USF) Program. The center is anchored within the Institute for Food Science, Innovation and Technopreneurship (IFSIT), which was established at CTU Tuburan in 2019, with the USF Food Innovation Center formally opened on December 10, 2021.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/food-innovation-center-ctu-tuburan.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/food-innovation-center-ctu-tuburan.webp
HNU FabLab – Center for Innovation,"The HNU FabLab – Center for Innovation is a multidisciplinary fabrication and innovation hub hosted by Holy Name University in Tagbilaran City, Bohol (Region VII). Established with support from the Department of Trade and Industry (DTI) under the Shared Service Facility (SSF) Program, the center was formally launched on December 16–17, 2025, marking a milestone in advancing innovation, technology, and creative development in the province of Bohol.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/hnu-fablab-center-for-innovation.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/hnu-fablab-center-for-innovation.webp
UP Cebu Business Incubator for Information Technology (UP Cebu inIT),"InIT UP-Cebu (UP Cebu inIT) is the Incubator for Information Technology incubator hosted by the University of the Philippines Cebu in Cebu City. Operating under UPScale, UP Cebu's umbrella innovation platform, InIT supports pre-revenue and early-stage technology startups with a focus on software, digital services, and tech-driven social enterprises in the Visayas.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/up-cebu-business-incubator-for-information-technology.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/up-cebu-business-incubator-for-information-technology.webp
WildCat Innovation Labs (CIT-U TBI),"WildCat Innovation Labs is the Technology Business Incubator of Cebu Institute of Technology – University (CIT-U) in Cebu City, supported by DOST-PCIEERD. Named after the university's wildcat mascot, WildCat Innovation Labs serves as CIT-U's dedicated startup incubation and innovation center — supporting technology-based ventures in the Visayas, with a particular thematic focus on AI/ML, IoT, robotics, data analytics, and mechatronics.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/wildcat-innovation-labs.html,Region VII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/wildcat-innovation-labs.webp
DOST-PCAARRD-VSU Agri-Aqua Technology Business Incubator (VSU-TBI),"The DOST-PCAARRD-VSU Agriculture & Food TBI is hosted by Visayas State University in Baybay City, Leyte and is the first Technology Business Incubator established in Eastern Visayas. Strategically located adjacent to VSU's Technomart and Pasalubong Center, the TBI is designed to fast-track the translation of technologies developed by VSU and partner research institutions into commercial products ready for local and national markets.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-pcaarrd-vsu-agri-aqua-technology-business-incubator.html,Region VIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-pcaarrd-vsu-agri-aqua-technology-business-incubator.webp
Eastern Visayas FIC (EV-FIC) — Eastern Visayas State University,"The Eastern Visayas Food Innovation Center (EV-FIC) is a joint initiative of the Department of Science and Technology and Eastern Visayas State University (EVSU), established at EVSU's campus in Tacloban City, Leyte. Launched on September 26, 2015, it operates as Region VIII's designated one-stop-shop for food processing innovation — serving MSMEs, food entrepreneurs, and researchers across Eastern Visayas with product development, technical training, and laboratory services.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/eastern-visayas-fic-eastern-visayas-state-university.html,Region VIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/eastern-visayas-fic-eastern-visayas-state-university.webp
FabLab Eastern Visayas (PSHS-EVC),"PSHS Eastern Visayas FabLab is a Shared Service Facility (SSF) funded by the Department of Trade and Industry (DTI), established at the Philippine Science High School Eastern Visayas Campus (PSHS-EVC) in Palo, Leyte. Located on the Ground Floor of the Crest Building at PSHS-EVC, Pawing, Palo, Leyte, it serves as a regional hub for digital fabrication, ideation, and innovation for MSMEs, students, makers, and researchers in Eastern Visayas.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-eastern-visayas.html,Region VIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-eastern-visayas.webp
SSU TBI LAMBAT (Samar State University),"LAMBAT Technology Business Incubator is the DOST-supported Technology Business Incubator of Samar State University (SSU) in Catbalogan City, Samar, focused on marine and food processing technology — reflecting SSU's position as the primary university serving one of the Philippines' most prolific maritime provinces. The name LAMBAT (Local Alliance of Marine-based Businesses and Food Technology) captures the center's identity as a net that gathers and nurtures innovations from Western Samar's fishing, coastal, and food processing communities.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/ssu-tbi-lambat.html,Region VIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/ssu-tbi-lambat.webp
ANLAG TA BUKSU-TBI,"ANLAG TA BUKSU-TBI is a Technology Business Incubator hosted by Bukidnon State University (BUKSU) in Malaybalay City, Bukidnon, Region X (Northern Mindanao). As one of the few university-based technology business incubators in Mindanao, it is designed to foster technology-driven entrepreneurship and innovation across the region, providing critical infrastructure, resources, and business support to new ventures.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/anlag-ta-buksu-tbi.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/anlag-ta-buksu-tbi.webp
"CDO BITES — CDO Business Incubation, Tech Entrepreneurship & Startups","CDO B.I.T.E.S. (Business Incubation, Tech Entrepreneurship & Startups) is the Technology Business Incubator (TBI) of the University of Science & Technology of Southern Philippines (USTP) in Cagayan de Oro, serving as the primary startup incubation and technology entrepreneurship platform for Northern Mindanao. As a DOST-accredited TBI, CDO B.I.T.E.S. provides structured incubation programs, mentoring, and business development support to student innovators, faculty entrepreneurs, and early-stage technology startups in Region X.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/cdo-bites-cdo-business-incubation-tech-entrepreneurship-startups.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/cdo-bites-cdo-business-incubation-tech-entrepreneurship-startups.webp
"DOST-PCAARRD-CMU Agriculture, Food & Natural Resources TBI","The DOST-PCAARRD-CMU Agriculture, Food & Natural Resources TBI is a Technology Business Incubator hosted by Central Mindanao University (CMU) in Maramag, Bukidnon. Established under the DOST-PCAARRD (Philippine Council for Agriculture, Aquatic and Natural Resources Research and Development) program, this TBI focuses on agri, food, and natural resources (AANR) innovation, supporting startups and researchers in commercializing agricultural and food technology solutions from one of Mindanao's premier agricultural universities.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-pcaarrd-cmu-agriculture-food-natural-resources-tbi.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-pcaarrd-cmu-agriculture-food-natural-resources-tbi.webp
Food Research & Development Center — Central Mindanao University,"The Food Research & Development Center (FRDC) at Central Mindanao University is a DOST-10 partnered food innovation facility located in Maramag, Bukidnon. Established in 2016, the FRDC provides food entrepreneurs and MSMEs in Central Mindanao with technical assistance, food processing equipment, and product development services, functioning as a regional food innovation hub for Bukidnon and surrounding areas.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/food-research-development-center-central-mindanao-university.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/food-research-development-center-central-mindanao-university.webp
MSU-IIT Center of Innovation and Technopreneurship (CIT) — iDEYA,"The Center of Innovation and Technopreneurship (CIT), branded iDEYA, is the Technology Business Incubator of MSU – Iligan Institute of Technology (MSU-IIT), recognized as the first DOST-PCIEERD funded university business incubator in Mindanao. Located in Iligan City, Lanao del Norte, ILIGANiCE was established to transform MSU-IIT's engineering and technology research into commercially viable startups — linking the region's academic talent to markets, investors, and the national startup ecosystem.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/msu-iit-center-of-innovation-and-technopreneurship-ideya.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/msu-iit-center-of-innovation-and-technopreneurship-ideya.webp
MSU-IIT FabLab Mindanao,"The MSU-IIT FabLab Mindanao is the digital fabrication laboratory of Mindanao State University – Iligan Institute of Technology (MSU-IIT), one of the premier state universities in Northern Mindanao. Established as part of the global Fab Lab network, the center serves students, researchers, MSMEs, and innovators in Iligan City and the surrounding region by providing open access to advanced digital fabrication and prototyping equipment.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/msu-iit-fablab-mindanao.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/msu-iit-fablab-mindanao.webp
Northern Mindanao FIC (NMFIC) — USTP,"The Northern Mindanao Food Innovation Center (NMFIC) is a DOST-funded Food Innovation Center hosted by the University of Science and Technology of Southern Philippines (USTP) in Cagayan de Oro City. As the FIC serving Region X, NMFIC provides food entrepreneurs and MSMEs across Northern Mindanao with state-of-the-art food processing equipment, technical assistance, and product development services.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/northern-mindanao-fic-ustp.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/northern-mindanao-fic-ustp.webp
USTP-CDO Design Engineering and Fabrication Laboratory (FabLab),"The USTP Design Engineering & Fabrication Laboratory (USTP FabLab) is the digital fabrication center of the University of Science and Technology of Southern Philippines, located at C.M. Recto Avenue, Lapasan, Cagayan de Oro City. As a member of the global Fab Lab network, USTP FabLab provides open access to state-of-the-art prototyping and design-engineering equipment for students, faculty, researchers, and MSMEs in Region X.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/ustp-cdo-design-engineering-and-fabrication-laboratory.html,Region X,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/ustp-cdo-design-engineering-and-fabrication-laboratory.webp
AdDU ADDVentures Technology Business Incubator (TBI),"ADDVentures Technology Business Incubator is the innovation incubation center of Ateneo de Davao University (AdDU) in Davao City, serving Region XI (Davao Region). Established through DOST-PCIEERD's HEIRIT (Higher Education Institution Readiness for Innovation and Technopreneurship) Program and formally inaugurated in February 2025, ADDVentures holds the distinction of housing the Philippines' first Aerospace and Robotics-focused Technology Business Incubator.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/addu-addventures-technology-business-incubator.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/addu-addventures-technology-business-incubator.webp
Davao Food Processing Innovation Center — Philippine Women's College of Davao,"The Food Processing Innovation Center — Davao (FPIC-Davao) at Philippine Women's College of Davao holds the distinction of being the first Food Innovation Center established in the Philippines (May 2014), serving as the founding model for the nationwide DOST FIC network now operating across all regions. Hosted by PWC Davao in Davao City, the FPIC-Davao serves the Davao Region's (Region XI) food-sector MSMEs, agri-entrepreneurs, and processors with professional food technology access.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/davao-food-processing-innovation-center-philippine-women-s-college-of-davao.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/davao-food-processing-innovation-center-philippine-women-s-college-of-davao.webp
DIGIHUB FabLab Davao,"DIGIHUB FabLab Davao is the digital fabrication laboratory of the University of Southeastern Philippines (USeP), located in Davao City. Listed on the global Fab Lab network directory (fablabs.io), DIGIHUB provides open access to fabrication equipment and digital design tools for students, faculty, researchers, and MSMEs in the Davao Region (Region XI). The center’s name — DIGIHUB — reflects its role as a digital innovation hub, combining fabrication capabilities with creative and technical support for the Davao startup and maker community.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/digihub-fablab-davao.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/digihub-fablab-davao.webp
DNSC BUGSAI Technology Business Incubator,"DNSC BUGSAI (Blue Economy Underpinning Global Sustainability through Adaptive Innovations) Technology Business Incubator is hosted by Davao del Norte State College in Panabo City, Davao del Norte and serves Region XI (Davao Region). Established with a ₱13.4 million grant from DOST-PCIEERD under the HEIRIT Program, BUGSAI TBI was formally launched on March 20, 2025 — making it the first Blue Economy-focused incubator in Davao del Norte and the first TBI hosted by a fisheries school in the region.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dnsc-bugsai-technology-business-incubator.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dnsc-bugsai-technology-business-incubator.webp
PWC CHI+ Technology Business Incubator,"Creative Hub for Innovation (ChI+) is the Technology Business Incubator of Philippine Women's College of Davao (PWC) in Davao City. A DOST-supported TBI, CHI+ focuses on technology and social innovation with a particular emphasis on health and women-centered entrepreneurship, reflecting PWC's historical mission as a leading women's educational institution in Southern Mindanao.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/pwc-chi-technology-business-incubator.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/pwc-chi-technology-business-incubator.webp
UIC MARIAN Technology Business Incubator,"MARIAN TBI is the Technology Business Incubator of the University of the Immaculate Conception (UIC) in Davao City, established with DOST-PCIEERD funding of PHP 11.3 million under the Higher Education Institution Readiness for Innovation & Technopreneurship (HEIRIT) Program. Named as a backronym for “Mobilizing Advanced Research and Innovations to Advocate Nation-building,” MARIAN TBI focuses on nurturing health-technology startups and social enterprises that address the healthcare and wellness needs of Mindanao.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/uic-marian-technology-business-incubator.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/uic-marian-technology-business-incubator.webp
UMasenso Hub,"UMasenso Hub is the Technology Business Incubator (TBI) of the University of Mindanao (UM) in Davao City, operating under the UM Research and Innovation Center (UMRIC). The hub specializes in startups addressing environmental solutions — its designated banner sector — reflecting Davao City's strategic position as a center for environmental management, sustainable development, and climate resilience in Mindanao.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/umasenso-hub.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/umasenso-hub.webp
UP Mindanao CORSAIR — AI & Robotics FabLab,Host-office logo (UP Mindanao Office of Research) — CORSAIR FabLab has no dedicated page.,Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/up-mindanao-corsair-ai-robotics-fablab.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/up-mindanao-corsair-ai-robotics-fablab.webp
"Upgrade Innolab, Inc. (formerly UP Mindanao UPGRADE TBI)","UPGRADE (University of the Philippines Mindanao Growing and Developing Enterprises) is the Technology Business Incubator hosted by the University of the Philippines Mindanao in Davao City, serving Region XI (Davao Region). Founded in 2019 through a grant from DOST-PCIEERD under the HEIRIT program, UPGRADE launched as UP Mindanao's dedicated incubation hub with a niche program centered on ICT for Sustainable Food Systems — one of the few university TBIs in the Philippines focused on the intersection of digital technology and food system innovation.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/upgrade-innolab-inc.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/upgrade-innolab-inc.webp
USeP AGILab TBI (Advancing Great Ideas Laboratory),"USeP AGILab TBI (Advancing Great Ideas Laboratory) is the Technology Business Incubator (TBI) of the University of Southeastern Philippines (USeP), located in Davao City in Mindanao (Region XI). As USeP's flagship innovation and entrepreneurship hub, AGILab supports technology startups and student innovators in one of the Philippines' fastest-growing regional innovation ecosystems.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/usep-agilab-tbi.html,Region XI,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/usep-agilab-tbi.webp
ICEBOX TBI,"ICEBOX TBI (Innovation Center for Enterprises and Business Opportunities) is a Technology Business Incubator hosted by Mindanao State University - General Santos (MSU-GenSan) in General Santos City, Region XII (SOCCSKSARGEN). Described as one of its kind in Region XII, ICEBOX is a DOST-assisted TBI focused on Smart Systems Innovations, providing startups with the support mechanisms and resources they need to transform ideas into prototypes and, ultimately, viable techno-entrepreneurial ventures.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/icebox-tbi.html,Region XII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/icebox-tbi.webp
SOCCSKSARGEN FIC — Sultan Kudarat State University,"The SOCCSKSARGEN Food Innovation Center (FIC) at Sultan Kudarat State University (SKSU) is the first DOST Food Innovation Center in the SOCCSKSARGEN region (Region XII), established in 2022 and hosted by SKSU in Tacurong City, Sultan Kudarat. The center serves food MSMEs and agri-food entrepreneurs of SOCCSKSARGEN — a region known for its pineapple, banana, coffee, and corn production — with food product development, processing, and packaging services.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/soccsksargen-fic-sultan-kudarat-state-university.html,Region XII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/soccsksargen-fic-sultan-kudarat-state-university.webp
STEP APP TBI (SKSU),"STEP APP — Sustainable Technopreneurship Ecosystem for the Promotion and Advancement of Promising Products — is the Technology Business Incubator hosted by Sultan Kudarat State University at its ACCESS Campus in Tacurong City, serving Region XII (SOCCSKSARGEN). It champions local startups in Industrial Technology and ICT for the Agriculture, Aquaculture, and Halal industries.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/step-app-tbi.html,Region XII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/step-app-tbi.webp
USM-KCC FabLab,"The USM-KCC FabLab is the digital fabrication laboratory of the University of Southern Mindanao – Kidapawan City Campus (USM-KCC), located in Kidapawan City, Cotabato. As the first Fab Lab established in the SOCCSKSARGEN region (Region XII), USM-KCC FabLab plays a pioneering role in democratizing access to digital manufacturing and prototyping technology for students, researchers, MSMEs, and innovators in Central Mindanao.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/usm-kcc-fablab.html,Region XII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/usm-kcc-fablab.webp
USMart TBI,"USMart TBI is the Technology Business Incubator (TBI) of the University of Southern Mindanao (USM) in Kabacan, North Cotabato, funded by DOST-PCIEERD as part of the national TBI network. The center supports student and early-stage startup teams working in the agri-food sector — aligning with USM's strengths in agriculture, applied sciences, and research in Central Mindanao.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/usmart-tbi.html,Region XII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/usmart-tbi.webp
ASSCAT Agri-Food Processing and Innovation Center,"The ASSCAT Agri-Food Processing and Innovation Center at Agusan del Sur State University (formerly the Agusan del Sur State College of Agriculture and Technology) in Bunawan, Agusan del Sur is one of DOST Caraga's regional food innovation facilities, providing food processing, product development and technical services to agri-food MSMEs in the region.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/asscat-agri-food-processing-and-innovation-center.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/asscat-agri-food-processing-and-innovation-center.webp
Caraga FIC — Surigao del Norte State University (SNSU),"The Caraga FIC at Surigao del Norte State University (SNSU) is a DOST-funded Food Innovation Center located in Surigao City, Surigao del Norte. As one of the member institutions of the Caraga Food Innovation Consortium (CFIC), SNSU's FIC provides food entrepreneurs, MSMEs, and agri-based businesses across Surigao del Norte with access to specialized food processing equipment, product development expertise, and regulatory support.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/caraga-fic-surigao-del-norte-state-university.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/caraga-fic-surigao-del-norte-state-university.webp
Caraga Food Innovation Center (FIC),"The Caraga Food Innovation Center (FIC) is hosted by Caraga State University (CSU) in Butuan City, Agusan del Norte and is the lead facility of the Caraga Food Innovation Consortium (CFIC) — a collaborative regional network coordinated by DOST-Caraga that brings together multiple state universities across Region XIII. The CFIC partners include Agusan del Sur State College of Agriculture and Technology (ASSCAT), North Eastern Mindanao State University (NEMSU), and Surigao del Norte State University (SNSU), working together to establish satellite Food Innovation Centers across Caraga's provinces.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/caraga-food-innovation-center.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/caraga-food-innovation-center.webp
DOST-SNSU WAVES TBI,"DOST-SNSU WAVES TBI is a university-based Technology Business Incubator hosted by Surigao del Norte State University (SNSU) in Surigao City, Region XIII (Caraga). It was established in partnership with the DOST-Philippine Council for Industry, Energy, and Emerging Technology Research and Development (PCIEERD) and DOST Regional Office Caraga, and was officially recognized during the 6th TBI Summit in November 2022 as part of Philippine Startup Week.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/dost-snsu-waves-tbi.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/dost-snsu-waves-tbi.webp
FabLab Caraga,"FabLab Caraga is the digital fabrication laboratory of Caraga State University, located in Butuan City, Agusan del Norte. As a member of the global Fab Lab network (listed on fablabs.io), the lab provides open access to fabrication equipment for students, faculty, researchers, and MSMEs across the Caraga region. Operating under Caraga State University — the region's flagship state university — the FabLab supports applied research, prototyping, and innovation development for Caraga's communities, many of which are engaged in agriculture, forestry, aquaculture, and resource-based industries.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-caraga.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-caraga.webp
FSUU Food Innovation Center (Caraga FIC),"The FSUU Food Innovation Center is the Food Innovation Center (FIC) of Father Saturnino Urios University (FSUU) in Butuan City, Agusan del Norte — the newest member of the Caraga Food Innovation Consortium (CFIC), operating in coordination with DOST-Caraga. As one of the DOST-designated FICs in the country, the FSUU FIC provides food processing and product development services to MSMEs across the Caraga region, complementing the other members of the Caraga FIC network.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/fsuu-food-innovation-center.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fsuu-food-innovation-center.webp
Navigatu TBI (DOST-CSU),"Navigatu TBI is the Technology Business Incubator of Caraga State University, supported by DOST-PCIEERD, located in Butuan City, Agusan del Norte. Taking its name from “navigation,” inspired by the Balangay boats of Butuan, Navigatu TBI serves as a compass for technology-based ventures in the Caraga region (Region XIII) — guiding innovators and startup founders through the journey from idea to enterprise.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/navigatu-tbi.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/navigatu-tbi.webp
NEMSU Food Innovation Center,"The NEMSU Food Innovation Center at North Eastern Mindanao State University (formerly Surigao del Sur State University) is one of the five Food Innovation Centers operated by DOST Caraga (with CSU, SNSU, ASSCAT and FSUU). Its reported FIC activity is based at the NEMSU Lianga campus in Surigao del Sur; the university's main office is in Tandag.",Food Innovation Center,https://nelle3549.github.io/Innovation-hubs/centers/nemsu-food-innovation-center.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/nemsu-food-innovation-center.webp
TARA Agri-Aqua Technology Business Incubator (Caraga State University),"CSU TARA (Agri-Aqua Technology Business Incubator) Technology Business Incubator is hosted by Caraga State University in Butuan City, Agusan del Norte and serves Region XIII (Caraga). TARA is CSU's dedicated agri-aqua incubation arm — operating alongside the university's Navigatu (iTecH) incubator — and is specifically focused on the Agriculture, Aquatic, and Natural Resources (AANR) sectors relevant to Caraga's resource-rich environment.",Technology Business Incubator,https://nelle3549.github.io/Innovation-hubs/centers/tara-agri-aqua-technology-business-incubator.html,Region XIII,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/tara-agri-aqua-technology-business-incubator.webp
FabLab Negros — NORSU,"FabLab Negros is the digital fabrication laboratory of Negros Oriental State University (NORSU), located in Dumaguete City — the ""City of Gentle People"" and one of the Philippines' most vibrant university cities in Negros Oriental. Registered on the global fablabs.io directory, FabLab Negros represents NORSU's commitment to maker education, innovation, and technology access for students and MSMEs across the Negros Island Region.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-negros-norsu.html,Region XVIII: NIR,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-negros-norsu.webp
FabLab Siquijor,"FabLab Siquijor is the digital fabrication laboratory of Siquijor State College, located in Larena, the capital municipality of Siquijor in the Negros Island Region. As one of the more remote FabLabs in the Philippine national network, the center plays a crucial role in making advanced manufacturing and prototyping technologies accessible to the island province — extending digital fabrication access to students, entrepreneurs, and community members in an island traditionally known for its natural beauty, eco-tourism, and artisanal crafts.",Fabrication Laboratory (FabLab),https://nelle3549.github.io/Innovation-hubs/centers/fablab-siquijor.html,Region XVIII: NIR,https://nelle3549.github.io/Innovation-hubs/hub%20thumbnails/centers/fablab-siquijor.webp
